Year,County,Hospital,Measure,Adverse_Events,Cases,Risk_Adjusted_Rate,Performance_Rating,Latitude,Longitude
2018,Los Angeles,St. Vincent Medical Center,GI Hemorrhage,5.0,222.0,2.0,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Acute Stroke Hemorrhagic,2.0,30.0,7.9,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Acute Stroke,6.0,154.0,3.8,Better,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Pancreatic Resection,0.0,24.0,0.0,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Acute Stroke Subarachnoid,1.0,3.0,12.3,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,AMI,20.0,290.0,5.5,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,PCI,8.0,171.0,3.8,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Carotid Endarterectomy,1.0,13.0,2.3,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Acute Stroke Ischemic,3.0,121.0,2.1,As Expected,34.06311,-118.273
2018,Los Angeles,St. Vincent Medical Center,Isolated CABG Operative Mor,4.0,48.0,8.83,As Expected,34.06,-118.27
2018,Los Angeles,Coast Plaza Hospital,Acute Stroke,2.0,31.0,9.6,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,AMI,1.0,28.0,3.2,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,Heart Failure,4.0,188.0,2.6,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,Hip Fracture,1.0,16.0,12.5,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,GI Hemorrhage,4.0,69.0,4.4,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,Acute Stroke Ischemic,2.0,31.0,5.3,As Expected,33.91255,-118.099
2018,Los Angeles,Coast Plaza Hospital,Pneumonia,4.0,50.0,6.1,As Expected,33.91255,-118.099
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Pancreatic Resection,1.0,107.0,1.1,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,GI Hemorrhage,9.0,249.0,1.6,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Hip Fracture,1.0,12.0,3.5,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Pneumonia,8.0,155.0,3.7,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Acute Stroke,30.0,380.0,4.0,Better,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Acute Stroke Hemorrhagic,17.0,119.0,10.9,Better,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Acute Stroke Subarachnoid,4.0,36.0,12.2,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Heart Failure,10.0,453.0,1.6,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,AMI,34.0,259.0,8.4,Worse,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,PCI,24.0,291.0,5.4,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Carotid Endarterectomy,0.0,23.0,0.0,As Expected,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Acute Stroke Ischemic,9.0,225.0,1.6,Better,34.06888,-118.445
2018,Los Angeles,Ronald Reagan UCLA Medical Center,Isolated CABG Operative Mor,1.0,131.0,1.21,As Expected,34.07,-118.45
2018,Los Angeles,Valley Presbyterian Hospital,Pneumonia,5.0,105.0,3.7,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,GI Hemorrhage,7.0,214.0,2.4,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,AMI,13.0,214.0,5.1,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Acute Stroke,9.0,135.0,7.7,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Hip Fracture,4.0,57.0,2.4,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Acute Stroke Hemorrhagic,4.0,31.0,18.6,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Heart Failure,7.0,455.0,1.3,Better,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,PCI,6.0,158.0,3.5,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Carotid Endarterectomy,0.0,9.0,0.0,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Acute Stroke Ischemic,5.0,104.0,4.1,As Expected,34.19396,-118.463
2018,Los Angeles,Valley Presbyterian Hospital,Isolated CABG Operative Mor,0.0,41.0,0.0,As Expected,34.19,-118.46
2018,Los Angeles,USC Verdugo Hills Hospital,Pneumonia,5.0,162.0,2.3,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,Heart Failure,3.0,165.0,0.9,Better,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,Hip Fracture,0.0,86.0,0.0,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,Acute Stroke,2.0,91.0,4.8,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,GI Hemorrhage,4.0,122.0,2.0,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,AMI,1.0,33.0,1.3,As Expected,34.20557,-118.215
2018,Los Angeles,USC Verdugo Hills Hospital,Acute Stroke Ischemic,2.0,85.0,3.2,As Expected,34.20557,-118.215
2018,Los Angeles,West Covina Medical Center,Pneumonia,0.0,7.0,0.0,As Expected,34.07042,-117.945
2018,Los Angeles,West Covina Medical Center,GI Hemorrhage,0.0,15.0,0.0,As Expected,34.07042,-117.945
2018,Los Angeles,West Covina Medical Center,Hip Fracture,0.0,8.0,0.0,As Expected,34.07042,-117.945
2018,Los Angeles,West Covina Medical Center,Heart Failure,0.0,14.0,0.0,As Expected,34.07042,-117.945
2018,Los Angeles,West Hills Hospital and Medical Center,Pneumonia,6.0,165.0,3.3,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Hip Fracture,2.0,112.0,2.0,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Heart Failure,6.0,319.0,1.4,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Acute Stroke Hemorrhagic,4.0,26.0,12.3,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,AMI,14.0,200.0,7.5,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Acute Stroke,5.0,165.0,4.1,Better,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,GI Hemorrhage,8.0,203.0,2.9,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,PCI,9.0,202.0,6.1,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Carotid Endarterectomy,0.0,5.0,0.0,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Acute Stroke Ischemic,1.0,138.0,1.2,As Expected,34.20337,-118.629
2018,Los Angeles,West Hills Hospital and Medical Center,Isolated CABG Operative Mor,0.0,37.0,0.0,As Expected,34.2,-118.63
2018,Los Angeles,Adventist Health White Memorial,Isolated CABG Operative Mor,0.0,63.0,0.0,As Expected,34.05,-118.22
2018,Los Angeles,Adventist Health White Memorial,Acute Stroke Hemorrhagic,7.0,44.0,16.0,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Acute Stroke Subarachnoid,3.0,5.0,33.3,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Pneumonia,5.0,207.0,3.1,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Hip Fracture,1.0,50.0,1.9,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Heart Failure,8.0,537.0,1.5,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,AMI,22.0,351.0,6.8,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,GI Hemorrhage,6.0,280.0,2.1,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Acute Stroke,19.0,228.0,8.6,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,PCI,9.0,182.0,4.5,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Carotid Endarterectomy,0.0,7.0,0.0,As Expected,34.04932,-118.217
2018,Los Angeles,Adventist Health White Memorial,Acute Stroke Ischemic,9.0,179.0,5.2,As Expected,34.04932,-118.217
2018,Los Angeles,Whittier Hospital Medical Center,AMI,4.0,35.0,7.8,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Hip Fracture,0.0,40.0,0.0,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Pneumonia,4.0,167.0,2.4,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,GI Hemorrhage,4.0,143.0,2.9,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Heart Failure,6.0,210.0,2.9,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Acute Stroke,3.0,45.0,15.4,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Carotid Endarterectomy,0.0,4.0,0.0,As Expected,33.95379,-118.003
2018,Los Angeles,Whittier Hospital Medical Center,Acute Stroke Ischemic,2.0,44.0,9.1,As Expected,33.95379,-118.003
2018,Los Angeles,Henry Mayo Newhall Hospital,Pneumonia,8.0,332.0,2.0,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Hip Fracture,0.0,111.0,0.0,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Acute Stroke Hemorrhagic,9.0,41.0,24.2,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,GI Hemorrhage,8.0,246.0,2.6,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Acute Stroke Subarachnoid,3.0,7.0,30.4,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,AMI,16.0,226.0,6.1,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Heart Failure,9.0,407.0,1.6,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Acute Stroke Ischemic,8.0,169.0,6.6,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,PCI,7.0,172.0,3.5,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Carotid Endarterectomy,1.0,13.0,2.7,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Acute Stroke,20.0,217.0,11.2,As Expected,34.39545,-118.554
2018,Los Angeles,Henry Mayo Newhall Hospital,Isolated CABG Operative Mor,1.0,33.0,2.06,As Expected,34.4,-118.55
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Pneumonia,5.0,94.0,6.1,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Hip Fracture,1.0,44.0,1.6,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Acute Stroke Subarachnoid,3.0,12.0,22.9,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,GI Hemorrhage,4.0,179.0,1.9,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Heart Failure,11.0,523.0,3.3,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Pancreatic Resection,0.0,8.0,0.0,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Acute Stroke,37.0,225.0,11.7,Worse,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Acute Stroke Hemorrhagic,21.0,54.0,26.4,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,PCI,7.0,219.0,3.7,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Carotid Endarterectomy,0.0,6.0,0.0,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Acute Stroke Ischemic,13.0,159.0,7.3,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,Isolated CABG Operative Mor,1.0,70.0,2.16,As Expected,33.83,-118.29
2018,Los Angeles,Los Angeles County/Harbor  UCLA Medical Center,AMI,19.0,325.0,6.7,As Expected,33.83155,-118.293
2018,Los Angeles,Los Angeles County+USC Medical Center,Acute Stroke Subarachnoid,7.0,19.0,27.0,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Acute Stroke Hemorrhagic,22.0,105.0,17.8,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Pancreatic Resection,1.0,16.0,5.4,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Pneumonia,7.0,249.0,3.0,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,AMI,17.0,253.0,6.4,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Hip Fracture,3.0,62.0,3.1,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,GI Hemorrhage,8.0,408.0,1.4,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Acute Stroke,46.0,301.0,8.9,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,PCI,8.0,242.0,3.4,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Carotid Endarterectomy,1.0,5.0,5.5,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Acute Stroke Ischemic,17.0,177.0,5.7,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Isolated CABG Operative Mor,1.0,47.0,5.37,As Expected,34.06,-118.21
2018,Los Angeles,Los Angeles County+USC Medical Center,Heart Failure,21.0,1134.0,2.2,As Expected,34.05982,-118.21
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,GI Hemorrhage,0.0,152.0,0.0,Better,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Heart Failure,2.0,527.0,0.6,Better,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Pneumonia,1.0,132.0,1.5,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Pancreatic Resection,0.0,8.0,0.0,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,AMI,0.0,150.0,0.0,Better,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Acute Stroke Hemorrhagic,2.0,10.0,35.9,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,PCI,0.0,88.0,0.0,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Acute Stroke,3.0,112.0,6.8,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Carotid Endarterectomy,0.0,6.0,0.0,As Expected,34.32418,-118.452
2018,Los Angeles,Los Angeles County Olive View  UCLA Medical Center,Acute Stroke Ischemic,1.0,102.0,1.8,As Expected,34.32418,-118.452
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,GI Hemorrhage,2.0,141.0,1.6,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Heart Failure,13.0,340.0,1.7,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,AMI,4.0,122.0,1.9,Better,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Acute Stroke,14.0,200.0,8.2,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Pneumonia,3.0,100.0,1.3,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Acute Stroke Ischemic,11.0,168.0,4.9,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,PCI,0.0,3.0,0.0,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Carotid Endarterectomy,0.0,34.0,0.0,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Acute Stroke Hemorrhagic,3.0,30.0,15.6,As Expected,34.17198,-118.588
2018,Los Angeles,Kaiser Foundation Hospital  Woodland Hills,Hip Fracture,1.0,176.0,0.4,As Expected,34.17198,-118.588
2018,Los Angeles,Keck Hospital of USC,Acute Stroke,70.0,494.0,6.3,Better,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Pancreatic Resection,0.0,93.0,0.0,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Hip Fracture,0.0,12.0,0.0,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Pneumonia,4.0,51.0,4.9,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Heart Failure,16.0,215.0,4.2,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,AMI,16.0,119.0,8.0,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,GI Hemorrhage,6.0,104.0,2.6,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,PCI,18.0,167.0,5.1,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Acute Stroke Hemorrhagic,32.0,157.0,16.1,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Carotid Endarterectomy,0.0,14.0,0.0,As Expected,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Acute Stroke Ischemic,11.0,181.0,2.8,Better,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Acute Stroke Subarachnoid,27.0,156.0,15.7,Better,34.06284,-118.202
2018,Los Angeles,Keck Hospital of USC,Isolated CABG Operative Mor,0.0,65.0,0.0,As Expected,34.06,-118.2
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Acute Stroke Hemorrhagic,3.0,42.0,8.5,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Acute Stroke Ischemic,9.0,165.0,4.2,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Hip Fracture,0.0,124.0,0.0,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Pancreatic Resection,0.0,6.0,0.0,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Pneumonia,4.0,119.0,3.1,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Acute Stroke Subarachnoid,0.0,4.0,0.0,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,GI Hemorrhage,4.0,164.0,1.8,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Heart Failure,8.0,400.0,1.7,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,PCI,0.0,9.0,0.0,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,AMI,8.0,101.0,6.1,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Carotid Endarterectomy,0.0,25.0,0.0,As Expected,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Baldwin Park,Acute Stroke,12.0,211.0,5.5,Better,34.06348,-117.986
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Pancreatic Resection,1.0,23.0,2.5,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,GI Hemorrhage,4.0,255.0,1.6,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Pneumonia,4.0,160.0,2.0,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Heart Failure,15.0,460.0,3.0,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Hip Fracture,4.0,93.0,3.8,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,PCI,0.0,22.0,0.0,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Carotid Endarterectomy,0.0,22.0,0.0,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Acute Stroke Hemorrhagic,6.0,41.0,21.5,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Acute Stroke Ischemic,9.0,284.0,3.8,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,Acute Stroke,16.0,327.0,7.8,As Expected,33.91712,-118.129
2018,Los Angeles,Kaiser Foundation Hospital  Downey,AMI,3.0,156.0,1.7,Better,33.91712,-118.129
2018,Los Angeles,Palmdale Regional Medical Center,Pancreatic Resection,0.0,4.0,0.0,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Pneumonia,10.0,268.0,3.5,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Acute Stroke Hemorrhagic,4.0,35.0,13.4,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Acute Stroke Subarachnoid,1.0,5.0,22.6,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Heart Failure,8.0,471.0,1.7,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Hip Fracture,3.0,84.0,2.9,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,PCI,6.0,151.0,7.2,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,AMI,13.0,232.0,5.9,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Acute Stroke Ischemic,3.0,98.0,4.7,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,Acute Stroke,8.0,138.0,6.9,As Expected,34.58437,-118.144
2018,Los Angeles,Palmdale Regional Medical Center,GI Hemorrhage,8.0,219.0,2.7,As Expected,34.58437,-118.144
2018,Madera,Madera Community Hospital,Pneumonia,1.0,62.0,2.0,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,Heart Failure,4.0,157.0,2.4,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,Hip Fracture,0.0,37.0,0.0,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,AMI,0.0,31.0,0.0,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,GI Hemorrhage,4.0,92.0,5.4,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,Acute Stroke Ischemic,0.0,33.0,0.0,As Expected,36.94538,-120.044
2018,Madera,Madera Community Hospital,Acute Stroke,1.0,34.0,5.6,As Expected,36.94538,-120.044
2018,Marin,Kaiser Foundation Hospital  San Rafael,Pneumonia,1.0,100.0,0.9,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,AMI,1.0,54.0,1.9,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,GI Hemorrhage,0.0,133.0,0.0,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Heart Failure,8.0,168.0,3.3,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,PCI,1.0,28.0,3.7,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Acute Stroke Hemorrhagic,0.0,23.0,0.0,Better,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Carotid Endarterectomy,0.0,9.0,0.0,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Acute Stroke Ischemic,5.0,115.0,4.7,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Acute Stroke,5.0,139.0,4.7,As Expected,38.0041,-122.553
2018,Marin,Kaiser Foundation Hospital  San Rafael,Hip Fracture,2.0,101.0,1.7,As Expected,38.0041,-122.553
2018,Marin,MarinHealth Medical Center,GI Hemorrhage,4.0,181.0,1.8,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Heart Failure,6.0,269.0,1.7,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Pneumonia,6.0,188.0,2.5,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,PCI,0.0,150.0,0.0,Better,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,AMI,2.0,177.0,1.7,Better,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Carotid Endarterectomy,0.0,42.0,0.0,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Acute Stroke Ischemic,10.0,162.0,5.2,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Acute Stroke,23.0,209.0,11.1,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Acute Stroke Hemorrhagic,11.0,45.0,29.0,As Expected,37.94651,-122.537
2018,Marin,MarinHealth Medical Center,Isolated CABG Operative Mor,1.0,39.0,3.89,As Expected,37.95,-122.54
2018,Marin,MarinHealth Medical Center,Hip Fracture,3.0,124.0,1.5,As Expected,37.94651,-122.537
2018,Marin,Novato Community Hospital,GI Hemorrhage,0.0,48.0,0.0,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Heart Failure,3.0,86.0,2.3,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Hip Fracture,0.0,37.0,0.0,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Acute Stroke Hemorrhagic,0.0,3.0,0.0,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Pneumonia,0.0,57.0,0.0,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Acute Stroke Ischemic,2.0,38.0,5.7,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,Acute Stroke,2.0,41.0,7.1,As Expected,38.09827,-122.559
2018,Marin,Novato Community Hospital,AMI,1.0,10.0,9.3,As Expected,38.09827,-122.559
2018,Mariposa,John C Fremont Healthcare District,Pneumonia,1.0,27.0,5.0,As Expected,37.50045,-119.976
2018,Mariposa,John C Fremont Healthcare District,Heart Failure,0.0,18.0,0.0,As Expected,37.50045,-119.976
